Gender,Primary_Device,Exceeded_Recommended_Limit,Health_Impacts,Urban_or_Rural,Avg_Daily_Screen_hr
Female,Laptop,Yes,Poor Sleep,Urban,3.82
Male,Smartphone,Yes,Poor Sleep,Urban,4.46
Male,Laptop,Yes,Poor Sleep,Urban,5.66
Male,Smartphone,Yes,Poor Sleep,Rural,5.72
Female,Tablet,Yes,Poor Sleep,Urban,3.44
Male,TV,Yes,Poor Sleep,Urban,3.2
Female,Laptop,Yes,Poor Sleep,Rural,4.1
Female,TV,Yes,Poor Sleep,Urban,6.47
Female,Smartphone,Yes,Poor Sleep,Urban,3.73
Female,Laptop,Yes,Poor Sleep,Rural,3.81
Male,Smartphone,Yes,Poor Sleep,Urban,3.37
Female,Smartphone,Yes,Poor Sleep,Urban,6.16
Female,Tablet,Yes,Poor Sleep,Urban,5.16
Male,Smartphone,Yes,Poor Sleep,Rural,5.18
Female,Tablet,Yes,Poor Sleep,Urban,7.07
Female,Smartphone,Yes,Poor Sleep,Urban,5.66
Male,TV,Yes,Poor Sleep,Rural,4.96
Male,TV,Yes,Poor Sleep,Rural,6.27
Male,TV,Yes,Poor Sleep,Rural,3.8
Male,Smartphone,Yes,Poor Sleep,Urban,7.9
Male,TV,Yes,Poor Sleep,Urban,4.59
Male,Smartphone,Yes,Poor Sleep,Rural,4.19
Female,TV,Yes,Poor Sleep,Rural,3.39
Male,Laptop,Yes,Poor Sleep,Urban,5.35
Female,TV,Yes,Poor Sleep,Urban,4.99
Female,Smartphone,Yes,Poor Sleep,Urban,5.13
Female,TV,Yes,Poor Sleep,Rural,7.33
Female,Smartphone,Yes,Poor Sleep,Urban,4.41
Female,TV,Yes,Poor Sleep,Urban,4.75
Male,Tablet,Yes,Poor Sleep,Rural,4.54
Female,TV,Yes,Poor Sleep,Urban,5.2
Female,Tablet,Yes,Poor Sleep,Urban,4.97
Male,TV,Yes,Poor Sleep,Urban,3.04
Male,TV,Yes,Poor Sleep,Rural,6.04
Male,TV,Yes,Poor Sleep,Urban,4.99
Male,Laptop,Yes,Poor Sleep,Urban,5.87
Male,Smartphone,Yes,Poor Sleep,Urban,4.7
Male,TV,Yes,Poor Sleep,Rural,3.49
Female,Smartphone,Yes,Poor Sleep,Rural,6.34
Female,TV,Yes,Poor Sleep,Rural,3.57
Male,Smartphone,Yes,Poor Sleep,Urban,5.09
Male,TV,Yes,Poor Sleep,Urban,3.62
Male,Smartphone,Yes,Poor Sleep,Urban,6.84
Female,TV,Yes,Poor Sleep,Rural,3.71
Male,Laptop,Yes,Poor Sleep,Rural,3.42
Male,Smartphone,Yes,Poor Sleep,Urban,6.36
Female,Smartphone,Yes,Poor Sleep,Rural,4.34
Female,Smartphone,Yes,Poor Sleep,Urban,9.6
Male,Laptop,Yes,Poor Sleep,Urban,7.41
Female,Smartphone,Yes,Poor Sleep,Urban,5.97
Male,TV,Yes,Poor Sleep,Urban,4.24
Female,Smartphone,Yes,Poor Sleep,Urban,6.86
Male,Smartphone,Yes,Poor Sleep,Urban,4.85
Female,TV,Yes,Poor Sleep,Rural,6.9
Male,Smartphone,Yes,Poor Sleep,Rural,6.02
Female,Laptop,Yes,Poor Sleep,Urban,3.05
Female,Smartphone,Yes,Poor Sleep,Urban,3.44
Female,Tablet,Yes,Poor Sleep,Rural,4.69
Male,Laptop,Yes,Poor Sleep,Urban,6.4
Female,Smartphone,Yes,Poor Sleep,Urban,4.72
Male,Laptop,Yes,Poor Sleep,Urban,4.95
Male,Laptop,Yes,Poor Sleep,Urban,5.99
Female,TV,Yes,Poor Sleep,Urban,5.72
Female,Smartphone,Yes,Poor Sleep,Rural,4.32
Female,TV,Yes,Poor Sleep,Urban,3.82
Male,TV,Yes,Poor Sleep,Urban,7.97
Male,Smartphone,Yes,Poor Sleep,Urban,4.73
Male,Laptop,Yes,Poor Sleep,Urban,4.53
Female,TV,Yes,Poor Sleep,Rural,4.96
Female,Laptop,Yes,Poor Sleep,Rural,4.23
Female,TV,Yes,Poor Sleep,Rural,6.17
Female,Smartphone,Yes,Poor Sleep,Rural,4.97
Female,Smartphone,Yes,Poor Sleep,Urban,4.83
Female,Smartphone,Yes,Poor Sleep,Rural,6.23
Male,Laptop,Yes,Poor Sleep,Rural,4.4
Female,Smartphone,Yes,Poor Sleep,Rural,4.17
Male,TV,Yes,Poor Sleep,Rural,5.6
Male,Laptop,Yes,Poor Sleep,Rural,4.74
Male,Laptop,Yes,Poor Sleep,Rural,4.03
Female,Smartphone,Yes,Poor Sleep,Rural,4.65
Female,Smartphone,Yes,Poor Sleep,Urban,6.65
Female,Smartphone,Yes,Poor Sleep,Urban,5.35
Male,Laptop,Yes,Poor Sleep,Rural,3.01
Female,TV,Yes,Poor Sleep,Rural,4.93
Female,Smartphone,Yes,Poor Sleep,Urban,4.22
Male,Smartphone,Yes,Poor Sleep,Urban,4.18
Male,Smartphone,Yes,Poor Sleep,Urban,6.38
Female,Laptop,Yes,Poor Sleep,Urban,6.62
Female,Smartphone,Yes,Poor Sleep,Urban,6.25
Male,Tablet,Yes,Poor Sleep,Urban,5.25
Female,Laptop,Yes,Poor Sleep,Urban,3.16
Female,Smartphone,Yes,Poor Sleep,Urban,4.43
Male,Smartphone,Yes,Poor Sleep,Rural,4.93
Male,Smartphone,Yes,Poor Sleep,Urban,4.33
Male,Tablet,Yes,Poor Sleep,Rural,6.68
Male,TV,Yes,Poor Sleep,Urban,5.71
Male,Smartphone,Yes,Poor Sleep,Rural,5.14
Female,Smartphone,Yes,Poor Sleep,Rural,4.11
Female,Smartphone,Yes,Poor Sleep,Urban,5.56
Male,Laptop,Yes,Poor Sleep,Urban,4.51
Male,Smartphone,Yes,Poor Sleep,Urban,6.19
Female,Smartphone,Yes,Poor Sleep,Rural,3.16
Female,Tablet,Yes,Poor Sleep,Urban,5.38
Male,Tablet,Yes,Poor Sleep,Rural,6.31
Male,Smartphone,Yes,Poor Sleep,Rural,4.52
Female,Smartphone,Yes,Poor Sleep,Urban,5.47
Male,Laptop,Yes,Poor Sleep,Urban,4.43
Male,Smartphone,Yes,Poor Sleep,Urban,4.18
Male,TV,Yes,Poor Sleep,Rural,5.24
Male,TV,Yes,Poor Sleep,Urban,6.64
Male,TV,Yes,Poor Sleep,Urban,5.18
Female,Smartphone,Yes,Poor Sleep,Urban,6.02
Female,Smartphone,Yes,Poor Sleep,Urban,4.88
Female,Smartphone,Yes,Poor Sleep,Urban,4.25
Male,Smartphone,Yes,Poor Sleep,Urban,5.33
Male,TV,Yes,Poor Sleep,Urban,4.36
Female,Tablet,Yes,Poor Sleep,Urban,3.68
Female,Laptop,Yes,Poor Sleep,Rural,4.91
Male,Smartphone,Yes,Poor Sleep,Rural,4.6
Male,Smartphone,Yes,Poor Sleep,Urban,4.59
Female,Smartphone,Yes,Poor Sleep,Urban,4.22
Female,Smartphone,Yes,Poor Sleep,Rural,4.35
Male,TV,Yes,Poor Sleep,Rural,4.32
Male,Smartphone,Yes,Poor Sleep,Urban,4.23
Female,TV,Yes,Poor Sleep,Rural,5.72
Male,TV,Yes,Poor Sleep,Urban,6.15
Male,TV,Yes,Poor Sleep,Urban,4.86
Female,Tablet,Yes,Poor Sleep,Urban,3.23
Female,Laptop,Yes,Poor Sleep,Urban,4.71
Female,Smartphone,Yes,Poor Sleep,Urban,4.59
Male,TV,Yes,Poor Sleep,Rural,5.02
Female,Tablet,Yes,Poor Sleep,Urban,3.88
Male,TV,Yes,Poor Sleep,Urban,5.03
Male,Laptop,Yes,Poor Sleep,Urban,4.03
Female,Smartphone,Yes,Poor Sleep,Urban,5.31
Female,TV,Yes,Poor Sleep,Urban,5.3
Male,Smartphone,Yes,Poor Sleep,Urban,3.28
Male,Smartphone,Yes,Poor Sleep,Urban,3.91
Female,Smartphone,Yes,Poor Sleep,Rural,4.43
Male,TV,Yes,Poor Sleep,Urban,4.63
Male,TV,Yes,Poor Sleep,Urban,8.22
Male,Smartphone,Yes,Poor Sleep,Urban,4.84
Male,Smartphone,Yes,Poor Sleep,Urban,5.34
Female,TV,Yes,Poor Sleep,Rural,3.78
Female,Smartphone,Yes,Poor Sleep,Urban,4.98
Female,TV,Yes,Poor Sleep,Urban,4.66
Male,Smartphone,Yes,Poor Sleep,Urban,4.45
Female,Smartphone,Yes,Poor Sleep,Urban,3.68
Female,TV,Yes,Poor Sleep,Urban,4.53
Male,Smartphone,Yes,Poor Sleep,Urban,5.66
Female,Smartphone,Yes,Poor Sleep,Rural,4.55
Male,Smartphone,Yes,Poor Sleep,Urban,6.6
Male,Smartphone,Yes,Poor Sleep,Rural,4.86
Male,Smartphone,Yes,Poor Sleep,Urban,5.12
Female,Smartphone,Yes,Poor Sleep,Urban,4.51
Male,Smartphone,Yes,Poor Sleep,Urban,4.11
Male,Tablet,Yes,Poor Sleep,Rural,5.56
Female,Smartphone,Yes,Poor Sleep,Urban,3.24
Female,Smartphone,Yes,Poor Sleep,Rural,5.93
Male,Smartphone,Yes,Poor Sleep,Urban,4.18
Female,Smartphone,Yes,Poor Sleep,Urban,6.14
Male,TV,Yes,Poor Sleep,Rural,5.16
Female,Laptop,Yes,Poor Sleep,Urban,6.09
Female,Smartphone,Yes,Poor Sleep,Urban,6.97
Female,TV,Yes,Poor Sleep,Urban,4.76
Female,Laptop,Yes,Poor Sleep,Rural,3.07
Male,TV,Yes,Poor Sleep,Urban,4.59
Male,TV,Yes,Poor Sleep,Urban,3.45
Male,Laptop,Yes,Poor Sleep,Rural,4.6
Male,TV,Yes,Poor Sleep,Rural,6.2
Male,Smartphone,Yes,Poor Sleep,Urban,5.29
Female,Smartphone,Yes,Poor Sleep,Rural,4.31
Female,Smartphone,Yes,Poor Sleep,Rural,4.22
Male,Tablet,Yes,Poor Sleep,Urban,3.44
Male,Smartphone,Yes,Poor Sleep,Urban,4.78
Male,TV,Yes,Poor Sleep,Rural,3.38
Male,Smartphone,Yes,Poor Sleep,Rural,3.84
Female,Smartphone,Yes,Poor Sleep,Urban,5.18
Male,TV,Yes,Poor Sleep,Urban,3.34
Male,TV,Yes,Poor Sleep,Rural,3.65
Male,TV,Yes,Poor Sleep,Urban,7.1
Male,Smartphone,Yes,Poor Sleep,Rural,6.86
Female,Smartphone,Yes,Poor Sleep,Rural,4.21
Female,Smartphone,Yes,Poor Sleep,Urban,6.07
Male,Smartphone,Yes,Poor Sleep,Urban,3.44
Male,TV,Yes,Poor Sleep,Urban,5.84
Female,Smartphone,Yes,Poor Sleep,Urban,4.51
Male,Smartphone,Yes,Poor Sleep,Urban,3.77
Male,TV,Yes,Poor Sleep,Urban,3.33
Female,Laptop,Yes,Poor Sleep,Urban,4.22
Male,Smartphone,Yes,Poor Sleep,Urban,3.25
Female,Laptop,Yes,Poor Sleep,Rural,4.53
Male,Laptop,Yes,Poor Sleep,Urban,4.67
Female,Laptop,Yes,Poor Sleep,Urban,4.14
Male,Smartphone,Yes,Poor Sleep,Urban,4.66
Male,Laptop,Yes,Poor Sleep,Urban,5.35
Male,Laptop,Yes,Poor Sleep,Urban,7.06
Female,Laptop,Yes,Poor Sleep,Urban,6.29
Female,Laptop,Yes,Poor Sleep,Urban,5.04
Female,Laptop,Yes,Poor Sleep,Rural,6.64
Male,Laptop,Yes,Poor Sleep,Urban,4.29
Male,Smartphone,Yes,Poor Sleep,Urban,4.15
Female,Smartphone,Yes,Poor Sleep,Urban,3.56
Male,Tablet,Yes,Poor Sleep,Urban,5.5
Male,Laptop,Yes,Poor Sleep,Urban,3.89
Male,TV,Yes,Poor Sleep,Urban,3.46
Male,TV,Yes,Poor Sleep,Urban,4.41
Male,Smartphone,Yes,Poor Sleep,Urban,3.91
Female,Smartphone,Yes,Poor Sleep,Urban,5.58
Female,Laptop,Yes,Poor Sleep,Urban,6.18
Female,TV,Yes,Poor Sleep,Urban,3.58
Male,Smartphone,Yes,Poor Sleep,Urban,3.98
Female,TV,Yes,Poor Sleep,Rural,4.65
Male,Smartphone,Yes,Poor Sleep,Urban,5.27
Male,Tablet,Yes,Poor Sleep,Rural,4.5
Male,Tablet,Yes,Poor Sleep,Rural,4.79
Male,Tablet,Yes,Poor Sleep,Rural,5.11
Male,Smartphone,Yes,Poor Sleep,Rural,5.53
Female,Laptop,Yes,Poor Sleep,Urban,4.8
Male,Smartphone,Yes,Poor Sleep,Urban,6.31
Male,Tablet,Yes,Poor Sleep,Urban,3.81
Male,Laptop,Yes,Poor Sleep,Urban,5.6
Female,Laptop,Yes,Poor Sleep,Urban,6.44
Male,TV,Yes,Poor Sleep,Rural,4.17
Female,Tablet,Yes,Poor Sleep,Urban,8.3
Male,Smartphone,Yes,Poor Sleep,Urban,7.25
Female,TV,Yes,Poor Sleep,Urban,5.63
Female,Tablet,Yes,Poor Sleep,Rural,4.93
Female,TV,Yes,Poor Sleep,Urban,3.87
Male,Smartphone,Yes,Poor Sleep,Rural,3.71
Male,TV,Yes,Poor Sleep,Urban,4.01
Female,Smartphone,Yes,Poor Sleep,Rural,5.2
Female,TV,Yes,Poor Sleep,Urban,4.86
Female,Smartphone,Yes,Poor Sleep,Rural,6.26
Female,Smartphone,Yes,Poor Sleep,Rural,4.86
Male,Smartphone,Yes,Poor Sleep,Rural,3.91
Female,TV,Yes,Poor Sleep,Urban,3.88
Male,Laptop,Yes,Poor Sleep,Rural,3.58
Female,Laptop,Yes,Poor Sleep,Urban,3.26
Male,Laptop,Yes,Poor Sleep,Urban,3.7
Female,TV,Yes,Poor Sleep,Urban,6.64
Female,TV,Yes,Poor Sleep,Urban,4.83
Male,Smartphone,Yes,Poor Sleep,Urban,6.93
Male,Smartphone,Yes,Poor Sleep,Urban,4.56
Female,Smartphone,Yes,Poor Sleep,Rural,3.1
Male,TV,Yes,Poor Sleep,Urban,4.2
Male,Smartphone,Yes,Poor Sleep,Urban,4.14
Male,Smartphone,Yes,Poor Sleep,Urban,4.64
Female,TV,Yes,Poor Sleep,Urban,5.42
Male,Smartphone,Yes,Poor Sleep,Urban,3.41
Female,Smartphone,Yes,Poor Sleep,Urban,6.68
Male,Smartphone,Yes,Poor Sleep,Urban,4.71
Male,Smartphone,Yes,Poor Sleep,Urban,5.02
Male,Smartphone,Yes,Poor Sleep,Rural,4.74
Male,Smartphone,Yes,Poor Sleep,Rural,4.67
Female,Smartphone,Yes,Poor Sleep,Urban,5.59
Male,Laptop,Yes,Poor Sleep,Rural,3.74
Female,TV,Yes,Poor Sleep,Urban,3.54
Male,Smartphone,Yes,Poor Sleep,Rural,3.25
Male,TV,Yes,Poor Sleep,Urban,3.92
Male,Smartphone,Yes,Poor Sleep,Urban,5.25
Female,Tablet,Yes,Poor Sleep,Urban,8.7
Male,Smartphone,Yes,Poor Sleep,Urban,4.12
Male,TV,Yes,Poor Sleep,Urban,3.52
Male,Smartphone,Yes,Poor Sleep,Urban,3.28
Male,TV,Yes,Poor Sleep,Urban,4.18
Male,Smartphone,Yes,Poor Sleep,Urban,4.75
Male,TV,Yes,Poor Sleep,Urban,3.86
Female,Smartphone,Yes,Poor Sleep,Urban,4.09
Female,Tablet,Yes,Poor Sleep,Rural,4.22
Male,Smartphone,Yes,Poor Sleep,Rural,6.45
Male,Smartphone,Yes,Poor Sleep,Urban,3.25
Male,TV,Yes,Poor Sleep,Urban,5.76
Female,Smartphone,Yes,Poor Sleep,Rural,3.3
Male,Smartphone,Yes,Poor Sleep,Rural,4.18
Male,Smartphone,Yes,Poor Sleep,Urban,3.92
Male,TV,Yes,Poor Sleep,Urban,6.01
Male,Smartphone,Yes,Poor Sleep,Rural,4.66
Female,TV,Yes,Poor Sleep,Urban,5.12
Male,Smartphone,Yes,Poor Sleep,Urban,5.28
Male,Smartphone,Yes,Poor Sleep,Urban,3.58
Female,Smartphone,Yes,Poor Sleep,Urban,3.59
Male,TV,Yes,Poor Sleep,Urban,4.08
Male,Laptop,Yes,Poor Sleep,Urban,4.85
Male,Smartphone,Yes,Poor Sleep,Urban,6.68
Female,Smartphone,Yes,Poor Sleep,Urban,4.16
Male,Tablet,Yes,Poor Sleep,Urban,3.33
Female,TV,Yes,Poor Sleep,Urban,4.78
Male,Smartphone,Yes,Poor Sleep,Urban,3.97
Female,Smartphone,Yes,Poor Sleep,Urban,7.21
Female,TV,Yes,Poor Sleep,Urban,5.07
Female,Smartphone,Yes,Poor Sleep,Urban,4.37
Female,Smartphone,Yes,Poor Sleep,Urban,5.56
Male,Laptop,Yes,Poor Sleep,Urban,5.02
Male,Tablet,Yes,Poor Sleep,Rural,6.55
Male,TV,Yes,Poor Sleep,Rural,3.39
Male,Smartphone,Yes,Poor Sleep,Urban,5.73
Male,TV,Yes,Poor Sleep,Rural,4.71
Male,TV,Yes,Poor Sleep,Urban,6.48
Male,Tablet,Yes,Poor Sleep,Urban,4.55
Male,Smartphone,Yes,Poor Sleep,Urban,3.86
Male,Tablet,Yes,Poor Sleep,Urban,3.83
Female,Smartphone,Yes,Poor Sleep,Urban,5.15
Male,Tablet,Yes,Poor Sleep,Rural,4.09
Male,Smartphone,Yes,Poor Sleep,Urban,3.43
Male,Smartphone,Yes,Poor Sleep,Rural,4.52
Male,Smartphone,Yes,Poor Sleep,Urban,4.23
Male,Tablet,Yes,Poor Sleep,Urban,5.01
Female,Smartphone,Yes,Poor Sleep,Urban,4.24
Male,Smartphone,Yes,Poor Sleep,Urban,4.76
Male,TV,Yes,Poor Sleep,Rural,4.51
Male,Tablet,Yes,Poor Sleep,Urban,5.0
Male,Smartphone,Yes,Poor Sleep,Urban,8.48
Male,Laptop,Yes,Poor Sleep,Rural,3.97
Male,Smartphone,Yes,Poor Sleep,Urban,4.46
Female,TV,Yes,Poor Sleep,Urban,7.16
Female,Laptop,Yes,Poor Sleep,Urban,4.44
Female,Laptop,Yes,Poor Sleep,Rural,3.34
Female,TV,Yes,Poor Sleep,Urban,4.14
Female,TV,Yes,Poor Sleep,Urban,4.64
Female,Smartphone,Yes,Poor Sleep,Urban,5.76
Male,TV,Yes,Poor Sleep,Urban,3.71
Male,Tablet,Yes,Poor Sleep,Rural,5.66
Female,Smartphone,Yes,Poor Sleep,Rural,5.44
Male,TV,Yes,Poor Sleep,Rural,5.4
Female,Smartphone,Yes,Poor Sleep,Urban,5.16
Male,TV,Yes,Poor Sleep,Urban,3.63
Female,TV,Yes,Poor Sleep,Urban,6.47
Female,Smartphone,Yes,Poor Sleep,Urban,4.44
Female,Smartphone,Yes,Poor Sleep,Rural,5.34
Female,Smartphone,Yes,Poor Sleep,Urban,3.93
Male,Tablet,Yes,Poor Sleep,Urban,4.04
Male,Tablet,Yes,Poor Sleep,Rural,8.47
Male,TV,Yes,Poor Sleep,Urban,3.09
Male,TV,Yes,Poor Sleep,Urban,4.97
Male,Tablet,Yes,Poor Sleep,Urban,4.74
Female,Smartphone,Yes,Poor Sleep,Rural,3.54
Female,TV,Yes,Poor Sleep,Urban,5.27
Female,Smartphone,Yes,Poor Sleep,Rural,4.09
Female,Smartphone,Yes,Poor Sleep,Urban,4.3
Female,Tablet,Yes,Poor Sleep,Urban,5.25
Female,Smartphone,Yes,Poor Sleep,Urban,6.01
Female,Smartphone,Yes,Poor Sleep,Urban,5.91
Male,Smartphone,Yes,Poor Sleep,Urban,5.75
Female,TV,Yes,Poor Sleep,Urban,5.1
Female,Tablet,Yes,Poor Sleep,Rural,6.17
Female,TV,Yes,Poor Sleep,Rural,7.33
Male,Smartphone,Yes,Poor Sleep,Urban,3.61
Female,Smartphone,Yes,Poor Sleep,Rural,6.08
Male,Smartphone,Yes,Poor Sleep,Rural,4.93
Male,Smartphone,Yes,Poor Sleep,Urban,4.91
Male,Smartphone,Yes,Poor Sleep,Rural,4.27
Female,TV,Yes,Poor Sleep,Rural,4.56
Male,Smartphone,Yes,Poor Sleep,Rural,4.24
Male,Smartphone,Yes,Poor Sleep,Rural,3.79
Male,Laptop,Yes,Poor Sleep,Rural,5.92
Female,Smartphone,Yes,Poor Sleep,Urban,7.02
Male,TV,Yes,Poor Sleep,Urban,4.59
Female,TV,Yes,Poor Sleep,Rural,5.96
Female,TV,Yes,Poor Sleep,Urban,4.53
Male,Smartphone,Yes,Poor Sleep,Urban,5.92
Male,Smartphone,Yes,Poor Sleep,Urban,5.69
Female,Smartphone,Yes,Poor Sleep,Urban,4.85
Female,Smartphone,Yes,Poor Sleep,Urban,5.57
Female,TV,Yes,Poor Sleep,Urban,3.79
Female,Smartphone,Yes,Poor Sleep,Rural,5.71
Female,Smartphone,Yes,Poor Sleep,Rural,4.26
Male,Smartphone,Yes,Poor Sleep,Urban,5.44
Male,Smartphone,Yes,Poor Sleep,Urban,6.01
Male,TV,Yes,Poor Sleep,Rural,3.22
Male,Smartphone,Yes,Poor Sleep,Urban,5.39
Female,Laptop,Yes,Poor Sleep,Rural,3.71
Male,TV,Yes,Poor Sleep,Urban,9.94
Male,Smartphone,Yes,Poor Sleep,Urban,6.89
Male,TV,Yes,Poor Sleep,Urban,3.04
Male,TV,Yes,Poor Sleep,Urban,4.66
Male,Smartphone,Yes,Poor Sleep,Urban,5.2
Female,Smartphone,Yes,Poor Sleep,Urban,6.18
Male,Laptop,Yes,Poor Sleep,Urban,4.27
Female,TV,Yes,Poor Sleep,Urban,4.36
Female,Laptop,Yes,Poor Sleep,Urban,3.52
Male,Laptop,Yes,Poor Sleep,Urban,3.25
Male,Smartphone,Yes,Poor Sleep,Urban,3.58
Female,Smartphone,Yes,Poor Sleep,Urban,3.73
Female,Smartphone,Yes,Poor Sleep,Rural,9.33
Male,Smartphone,Yes,Poor Sleep,Urban,4.15
Male,Smartphone,Yes,Poor Sleep,Urban,6.98
Male,Laptop,Yes,Poor Sleep,Urban,5.31
Male,Smartphone,Yes,Poor Sleep,Rural,3.96
Female,Smartphone,Yes,Poor Sleep,Urban,4.6
Male,Smartphone,Yes,Poor Sleep,Urban,3.24
Male,Tablet,Yes,Poor Sleep,Urban,4.69
Male,TV,Yes,Poor Sleep,Urban,7.69
Female,Tablet,Yes,Poor Sleep,Urban,3.08
Female,TV,Yes,Poor Sleep,Urban,3.57
Male,TV,Yes,Poor Sleep,Urban,4.03
Female,Smartphone,Yes,Poor Sleep,Rural,6.47
Male,Laptop,Yes,Poor Sleep,Urban,4.49
Female,Tablet,Yes,Poor Sleep,Urban,6.18
Male,Smartphone,Yes,Poor Sleep,Urban,5.56
Female,Smartphone,Yes,Poor Sleep,Rural,3.69
Male,Smartphone,Yes,Poor Sleep,Urban,6.72
Female,Tablet,Yes,Poor Sleep,Rural,4.64
Female,Smartphone,Yes,Poor Sleep,Urban,4.68
Female,Laptop,Yes,Poor Sleep,Urban,5.88
Male,Laptop,Yes,Poor Sleep,Urban,4.8
Female,Smartphone,Yes,Poor Sleep,Urban,4.15
Male,Tablet,Yes,Poor Sleep,Rural,4.41
Female,TV,Yes,Poor Sleep,Urban,4.25
Male,Tablet,Yes,Poor Sleep,Urban,4.32
Male,Smartphone,Yes,Poor Sleep,Urban,6.29
Male,Smartphone,Yes,Poor Sleep,Rural,6.12
Female,Smartphone,Yes,Poor Sleep,Rural,3.43
Male,Tablet,Yes,Poor Sleep,Urban,6.72
Male,Tablet,Yes,Poor Sleep,Urban,6.71
Male,Smartphone,Yes,Poor Sleep,Urban,4.37
Male,Laptop,Yes,Poor Sleep,Rural,3.46
Male,Smartphone,Yes,Poor Sleep,Urban,4.7
Female,Tablet,Yes,Poor Sleep,Urban,5.49
Male,Smartphone,Yes,Poor Sleep,Urban,5.58
Female,TV,Yes,Poor Sleep,Urban,3.89
Male,TV,Yes,Poor Sleep,Urban,5.82
Female,Smartphone,Yes,Poor Sleep,Rural,3.21
Female,Smartphone,Yes,Poor Sleep,Rural,6.54
Male,Smartphone,Yes,Poor Sleep,Rural,5.15
Female,Smartphone,Yes,Poor Sleep,Urban,3.29
Female,Laptop,Yes,Poor Sleep,Rural,4.77
Male,Smartphone,Yes,Poor Sleep,Urban,6.05
Male,TV,Yes,Poor Sleep,Urban,3.85
Female,Smartphone,Yes,Poor Sleep,Rural,4.47
Male,Smartphone,Yes,Poor Sleep,Urban,4.69
Female,Smartphone,Yes,Poor Sleep,Urban,5.38
Male,TV,Yes,Poor Sleep,Urban,4.23
Male,Laptop,Yes,Poor Sleep,Rural,3.57
Male,Smartphone,Yes,Poor Sleep,Urban,3.6
Male,TV,Yes,Poor Sleep,Rural,5.6
Female,Smartphone,Yes,Poor Sleep,Urban,3.68
Female,Smartphone,Yes,Poor Sleep,Urban,3.87
Female,Smartphone,Yes,Poor Sleep,Rural,7.4
Male,TV,Yes,Poor Sleep,Urban,5.39
Male,Smartphone,Yes,Poor Sleep,Rural,4.86
Male,Laptop,Yes,Poor Sleep,Urban,5.01
Female,TV,Yes,Poor Sleep,Urban,3.73
Male,Smartphone,Yes,Poor Sleep,Urban,4.22
Female,TV,Yes,Poor Sleep,Rural,6.01
Male,Smartphone,Yes,Poor Sleep,Urban,6.05
Female,TV,Yes,Poor Sleep,Urban,5.84
Male,Smartphone,Yes,Poor Sleep,Urban,4.04
Male,Smartphone,Yes,Poor Sleep,Rural,4.54
Male,Smartphone,Yes,Poor Sleep,Urban,4.41
Female,TV,Yes,Poor Sleep,Urban,5.92
Female,Smartphone,Yes,Poor Sleep,Urban,3.2
Female,Tablet,Yes,Poor Sleep,Urban,5.19
Female,Laptop,Yes,Poor Sleep,Urban,4.55
Male,Laptop,Yes,Poor Sleep,Urban,3.98
Male,Laptop,Yes,Poor Sleep,Urban,3.54
Male,Tablet,Yes,Poor Sleep,Urban,3.99
Female,Smartphone,Yes,Poor Sleep,Urban,6.27
Male,Tablet,Yes,Poor Sleep,Urban,3.49
Female,TV,Yes,Poor Sleep,Urban,3.8
Male,TV,Yes,Poor Sleep,Urban,4.46
Female,Laptop,Yes,Poor Sleep,Urban,3.99
Male,Smartphone,Yes,Poor Sleep,Urban,4.72
Female,Smartphone,Yes,Poor Sleep,Urban,5.66
Female,Smartphone,Yes,Poor Sleep,Rural,4.41
Female,Smartphone,Yes,Poor Sleep,Urban,5.17
Male,TV,Yes,Poor Sleep,Urban,6.08
Female,Smartphone,Yes,Poor Sleep,Urban,9.05
Male,TV,Yes,Poor Sleep,Rural,4.09
Female,Smartphone,Yes,Poor Sleep,Rural,5.33
Female,TV,Yes,Poor Sleep,Rural,5.27
Female,Smartphone,Yes,Poor Sleep,Rural,7.01
Female,Smartphone,Yes,Poor Sleep,Urban,5.29
Male,Smartphone,Yes,Poor Sleep,Urban,5.83
Male,TV,Yes,Poor Sleep,Urban,8.19
Female,Tablet,Yes,Poor Sleep,Urban,4.3
Female,TV,Yes,Poor Sleep,Urban,4.92
Female,TV,Yes,Poor Sleep,Urban,5.84
Male,TV,Yes,Poor Sleep,Urban,4.74
Female,Tablet,Yes,Poor Sleep,Urban,4.75
Female,Smartphone,Yes,Poor Sleep,Urban,5.33
Male,Smartphone,Yes,Poor Sleep,Urban,3.43
Male,TV,Yes,Poor Sleep,Rural,3.94
Female,Smartphone,Yes,Poor Sleep,Rural,4.83
Female,Smartphone,Yes,Poor Sleep,Urban,3.71
Male,Smartphone,Yes,Poor Sleep,Urban,7.52
Female,TV,Yes,Poor Sleep,Urban,5.56
Female,TV,Yes,Poor Sleep,Rural,3.89
Female,Smartphone,Yes,Poor Sleep,Urban,4.53
Male,TV,Yes,Poor Sleep,Urban,3.35
Male,Tablet,Yes,Poor Sleep,Rural,7.26
Male,Smartphone,Yes,Poor Sleep,Urban,8.53
Female,Tablet,Yes,Poor Sleep,Rural,4.15
Female,Laptop,Yes,Poor Sleep,Urban,4.3
Female,TV,Yes,Poor Sleep,Rural,6.24
Female,Laptop,Yes,Poor Sleep,Urban,3.79
Female,Smartphone,Yes,Poor Sleep,Rural,5.3
Male,Smartphone,Yes,Poor Sleep,Rural,4.12
